role,geo,keyword,translation,rpc,rpcBand,rpcOrClass,pattern,donor,plannerVolume,plannerDeltaPct,status,note,source
перевод под FR,FR,Voiture 100 Euros par Mois,машина за 100 € в месяц,,mid,"класс «средний», без rpc (другие команды)",«авто без взноса / в месяц»,"FR «Financement Voiture Sans Apport 2026», «Voiture 99 Euros par Mois Sans Apport 2026» — средний (другие, 7 ключей)",,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt caf voiture,заём CAF на машину,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«семьи / одинокие родители»,NL «Lenen als Alleenstaande» — средний (другие),2900,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,découvert autorisé,разрешённый овердрафт,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«счёт / овердрафт»,PL «Konto Bankowe Online na Dowód» — высокий (другие); FR «Ouvrir un Compte en Ligne Avec Rib Immédiat» — средний (другие),2900,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,ouvrir compte bancaire en ligne sans justificatif,открыть счёт онлайн без документов,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«счёт / овердрафт»,PL «Konto Bankowe Online na Dowód» — высокий (другие); FR «Ouvrir un Compte en Ligne Avec Rib Immédiat» — средний (другие),2900,-21,ok,"это счёт, не кредит — L312-10 не относится; но «sans justificatif» в крео — Meta-риск",research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Ouvrir un Compte en Ligne Avec Rib Immédiat,открыть счёт онлайн с RIB сразу,,mid,"класс «средний», без rpc (другие команды)",«счёт / овердрафт»,PL «Konto Bankowe Online na Dowód» — высокий (другие); FR «Ouvrir un Compte en Ligne Avec Rib Immédiat» — средний (другие),,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,Ouvrir un Compte en Ligne en 5 Minutes,открыть счёт онлайн за 5 минут,,mid,"класс «средний», без rpc (другие команды)",«счёт / овердрафт»,PL «Konto Bankowe Online na Dowód» — высокий (другие); FR «Ouvrir un Compte en Ligne Avec Rib Immédiat» — средний (другие),,,ok,Planner: строки нет (объём не показан),research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt étudiant,студенческий заём,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«первый кредит / молодые»,PL «Pierwszy Kredyt» — средний (другие),14800,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,credit etudiant,студенческий кредит,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«первый кредит / молодые»,PL «Pierwszy Kredyt» — средний (другие),2900,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,pret etudiant credit agricole,студзаём в Crédit Agricole,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«первый кредит / молодые»,PL «Pierwszy Kredyt» — средний (другие),4400,-18,ok,бренд банка — только в статье,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt auto entrepreneur,заём для самозанятого (auto-entrepreneur),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«самозанятые / бизнес»,US «Business Line of Credit Biggerpockets» — средний (другие),590,-19,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt travaux,заём на ремонт,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«ремонт / энергосбережение»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,9900,-19,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,éco prêt à taux zéro,эко-заём под 0% на энергоремонт,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«ремонт / энергосбережение»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,22200,-18,ok,"госпрограмма (до 50 000 €, продлена до 31.12.2027) — «0%» тут название продукта",research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,crédit travaux,кредит на ремонт,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«ремонт / энергосбережение»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,4400,-19,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt action logement,заём Action Logement (для работников частного сектора),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«ремонт / энергосбережение»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,6600,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt immobilier,ипотека,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,49500,22,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,taux crédit immobilier,ставки по ипотеке,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,74000,22,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,rachat de crédit immobilier,рефинансирование ипотеки,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«жильё / ипотека / залог»,своего донора нет; паттерн «калькулятор» — HU/PT $0.39–0.46,2900,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,assurance emprunteur,страховка заёмщика,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«страховка кредита»,своего донора нет; соседний к кредитам ключ,18100,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,changement assurance emprunteur,смена страховки заёмщика,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«страховка кредита»,своего донора нет; соседний к кредитам ключ,1600,-18,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,assurance prêt immobilier comparatif,сравнение страховок ипотеки,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«страховка кредита»,своего донора нет; соседний к кредитам ключ,3600,26,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,paiement en plusieurs fois,оплата в несколько платежей,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«рассрочка на покупку»,"PL «Telewizor na Raty Bez Bik», «Iphone na Raty Dla Zadłużonych» — средний (другие)",6600,22,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt sur gage,заём под залог вещи (Crédit Municipal),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«под залог вещи (ломбард)»,своего донора нет; паттерн «без проверки» — RO $0.210,1900,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt caf,заём от CAF (семейная касса),,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«семьи / одинокие родители»,NL «Lenen als Alleenstaande» — средний (другие),8100,0,ok,,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
перевод под FR,FR,prêt entre particuliers,заём между частными лицами,,,класса нет (в компании никто не зарабатывает на этом ключе); rpc донора — ориентир,«частные займы (P2P)»,своего донора нет,,,ограничено,Planner: строки нет (объём не показан); Planner строк не вернул; тема с массовым мошенничеством — только разбор рисков в статье,research_keywords FR/fr 24.09 (Planner 2026-08); класс — companyKeywords/keywords/all
